id,report_date,department,risk_score,financial_metric
151,2024-05-30,FinTech,9.674136006022005,36749.48472606647
152,2024-05-31,FinTech,9.627952262721326,36941.08588088357
153,2024-06-01,FinTech,9.581247223008607,37130.9742067288
154,2024-06-02,FinTech,9.534097787880011,37318.904167953406
155,2024-06-03,FinTech,9.48658085833171,37504.63022890864
156,2024-06-04,FinTech,9.438773335359876,37687.906853945744
157,2024-06-05,FinTech,9.390752119960672,37868.488507415954
158,2024-06-06,FinTech,9.342594113130273,38046.12965367054
159,2024-06-07,FinTech,9.29437621586485,38220.584757060744
160,2024-06-08,FinTech,9.246175329160563,38391.6082819378
161,2024-06-09,FinTech,9.19806835401359,38558.95469265296
162,2024-06-10,FinTech,9.150132191420097,38722.37845355747
163,2024-06-11,FinTech,9.102443742376256,38881.63402900258
164,2024-06-12,FinTech,9.05507990787823,39036.47588333953
165,2024-06-13,FinTech,9.008117588922193,39186.65848091958
166,2024-06-14,FinTech,8.961633686504317,39331.93628609396
167,2024-06-15,FinTech,8.915705101620766,39472.06376321392
168,2024-06-16,FinTech,8.870408735267711,39606.795376630726
169,2024-06-17,FinTech,8.825821488441322,39735.885590695594
170,2024-06-18,FinTech,8.78202026213777,39859.08886975979
171,2024-06-19,FinTech,8.739081957353221,39976.15967817457
172,2024-06-20,FinTech,8.697083475083847,40086.85248029117
173,2024-06-21,FinTech,8.656101716325818,40190.92174046083
174,2024-06-22,FinTech,8.6162135820753,40288.1219230348
175,2024-06-23,FinTech,8.577495973328464,40378.20749236433
176,2024-06-24,FinTech,8.540025791081478,40460.93291280065
177,2024-06-25,FinTech,8.503879936330513,40536.05264869504
178,2024-06-26,FinTech,8.46913531007174,40603.32116439873
179,2024-06-27,FinTech,8.435868813301326,40662.492924262966
180,2024-06-28,FinTech,8.40415734701544,40713.322392638984
181,2024-06-29,FinTech,8.374077812210254,40755.56403387805
182,2024-06-30,FinTech,8.345705754224785,40788.97823589915
183,2024-07-01,FinTech,8.319070478801759,40813.52743135121
184,2024-07-02,FinTech,8.294144716520378,40829.42125905586
185,2024-07-03,FinTech,8.270897748782474,40836.88442907594
186,2024-07-04,FinTech,8.249298856989887,40836.14165147431
187,2024-07-05,FinTech,8.229317322544446,40827.417636313854
188,2024-07-06,FinTech,8.210922426847986,40810.937093657405
189,2024-07-07,FinTech,8.194083451302342,40786.92473356784
190,2024-07-08,FinTech,8.178769677309353,40755.60526610802
191,2024-07-09,FinTech,8.164950386270846,40717.2034013408
192,2024-07-10,FinTech,8.152594859588657,40671.94384932902
193,2024-07-11,FinTech,8.141672378664621,40620.05132013557
194,2024-07-12,FinTech,8.132152224900572,40561.750523823306
195,2024-07-13,FinTech,8.124003679698346,40497.266170455085
196,2024-07-14,FinTech,8.117196024459775,40426.82297009376
197,2024-07-15,FinTech,8.111698540586694,40350.6456328022
198,2024-07-16,FinTech,8.107480509480935,40268.95886864326
199,2024-07-17,FinTech,8.104511212544333,40181.9873876798
200,2024-07-18,FinTech,8.102759931178726,40089.955899974695
201,2024-07-19,FinTech,8.102195946785942,39993.089115590774
202,2024-07-20,FinTech,8.10278854076782,39891.61174459092
203,2024-07-21,FinTech,8.104506994526194,39785.748497038
204,2024-07-22,FinTech,8.107320589462896,39675.72408299486
205,2024-07-23,FinTech,8.111198606979759,39561.76321252435
206,2024-07-24,FinTech,8.116110328478621,39444.09059568936
207,2024-07-25,FinTech,8.122025035361311,39322.93094255272
208,2024-07-26,FinTech,8.128912009029671,39198.50896317731
209,2024-07-27,FinTech,8.136740530885529,39071.049367626
210,2024-07-28,FinTech,8.145479882330719,38940.77686596161
211,2024-07-29,FinTech,8.155099344767079,38807.91616824705
212,2024-07-30,FinTech,8.165568199596438,38672.691984545134
213,2024-07-31,FinTech,8.176855728220637,38535.32902491877
214,2024-08-01,FinTech,8.188931212041505,38396.051999430776
215,2024-08-02,FinTech,8.201763932460876,38255.085618144025
216,2024-08-03,FinTech,8.215323170880586,38112.654591121376
217,2024-08-04,FinTech,8.229578208702469,37968.9836284257
218,2024-08-05,FinTech,8.244498327328358,37824.29744011986
219,2024-08-06,FinTech,8.26005280816009,37678.8207362667
220,2024-08-07,FinTech,8.276210932599495,37532.7782269291
221,2024-08-08,FinTech,8.292941982048411,37386.394622169886
222,2024-08-09,FinTech,8.31021523790867,37239.894632051946
223,2024-08-10,FinTech,8.327999981582108,37093.50296663814
224,2024-08-11,FinTech,8.346265494470558,36947.44433599133
225,2024-08-12,FinTech,8.364981057975852,36801.94345017437
226,2024-08-13,FinTech,8.384115953499828,36657.2250192501
227,2024-08-14,FinTech,8.403639462444318,36513.51375328141
228,2024-08-15,FinTech,8.423520866211154,36371.034362331164
229,2024-08-16,FinTech,8.443729446202177,36230.011556462196
230,2024-08-17,FinTech,8.464234483819213,36090.67004573737
231,2024-08-18,FinTech,8.485005260464103,35953.23454021957
232,2024-08-19,FinTech,8.506011057538675,35817.929749971634
233,2024-08-20,FinTech,8.52722115644477,35684.980385056435
234,2024-08-21,FinTech,8.548604838584218,35554.611155536826
235,2024-08-22,FinTech,8.570131385358852,35427.04677147566
236,2024-08-23,FinTech,8.591770078170507,35302.51194293582
237,2024-08-24,FinTech,8.61349019842102,35181.23137998014
238,2024-08-25,FinTech,8.635261027512222,35063.4297926715
239,2024-08-26,FinTech,8.65705184684595,34949.33189107275
240,2024-08-27,FinTech,8.678831937824036,34839.16238524675
241,2024-08-28,FinTech,8.700570581848314,34733.14598525638
242,2024-08-29,FinTech,8.722237196856724,34631.50692655255
243,2024-08-30,FinTech,8.743821448231438,34534.39906262987
244,2024-08-31,FinTech,8.765354508122371,34441.83196568581
245,2024-09-01,FinTech,8.786872637063748,34353.7975202315
246,2024-09-02,FinTech,8.808412095589798,34270.287610778105
247,2024-09-03,FinTech,8.830009144234754,34191.29412183676
248,2024-09-04,FinTech,8.851700043532832,34116.8089379186
249,2024-09-05,FinTech,8.873521054018273,34046.82394353478
250,2024-09-06,FinTech,8.895508436225297,33981.33102319644
251,2024-09-07,FinTech,8.917698450688135,33920.322061414714
252,2024-09-08,FinTech,8.94012735794101,33863.78894270076
253,2024-09-09,FinTech,8.962831418518157,33811.7235515657
254,2024-09-10,FinTech,8.9858468929538,33764.117772520694
255,2024-09-11,FinTech,9.009210041782167,33720.96349007688
256,2024-09-12,FinTech,9.032957125537488,33682.252588745396
257,2024-09-13,FinTech,9.05712440475399,33647.976953037396
258,2024-09-14,FinTech,9.081748139965896,33618.128467464005
259,2024-09-15,FinTech,9.10686459170744,33592.699016536375
260,2024-09-16,FinTech,9.132510020512848,33571.68048476566
261,2024-09-17,FinTech,9.15872068691635,33555.064756662985
262,2024-09-18,FinTech,9.185532851452173,33542.84371673951
263,2024-09-19,FinTech,9.21298277465454,33535.00924950636
264,2024-09-20,FinTech,9.241106717057685,33531.553239474684
265,2024-09-21,FinTech,9.26994093919583,33532.46757115563
266,2024-09-22,FinTech,9.29952170160321,33537.74412906034
267,2024-09-23,FinTech,9.329885264814047,33547.374797699944
268,2024-09-24,FinTech,9.361067889362573,33561.3514615856
269,2024-09-25,FinTech,9.393105835783013,33579.66600522844
270,2024-09-26,FinTech,9.426035364609596,33602.31031313963
271,2024-09-27,FinTech,9.459892736376549,33629.276269830276
272,2024-09-28,FinTech,9.494714211618101,33660.55575981155
273,2024-09-29,FinTech,9.530536050868482,33696.140667594584
274,2024-09-30,FinTech,9.567394514661917,33736.02287769052
275,2024-10-01,FinTech,9.60532586353263,33780.19427461049
276,2024-10-02,FinTech,9.644366358014858,33828.646742865654
277,2024-10-03,FinTech,9.684552258642826,33881.37216696717
278,2024-10-04,FinTech,9.725919825950756,33938.36243142614
279,2024-10-05,FinTech,9.76850532047288,33999.609420753724
280,2024-10-06,FinTech,9.812345002743427,34065.10501946108
281,2024-10-07,FinTech,9.857475133296624,34134.84111205934
282,2024-10-08,FinTech,9.9039319726667,34208.80958305963
283,2024-10-09,FinTech,9.951751781387884,34287.00231697312
284,2024-10-10,FinTech,10.000970819994397,34369.41119831093
285,2024-10-11,FinTech,10.05162534902047,34456.02811158422
286,2024-10-12,FinTech,10.103751629000337,34546.84494130413
287,2024-10-13,FinTech,10.15738592046822,34641.853571981796
288,2024-10-14,FinTech,10.212564483958346,34741.04588812836
289,2024-10-15,FinTech,10.269323580004947,34844.41377425497
290,2024-10-16,FinTech,10.32769946914225,34951.94911487277
291,2024-10-17,FinTech,10.38772841190448,35063.6437944929
292,2024-10-18,FinTech,10.449446668825868,35179.4896976265
293,2024-10-19,FinTech,10.512890500440637,35299.478708784714
294,2024-10-20,FinTech,10.578096167283022,35423.602712478685
295,2024-10-21,FinTech,10.645099929887246,35551.85359321956
296,2024-10-22,FinTech,10.713938048787536,35684.223235518475
297,2024-10-23,FinTech,10.784646784518127,35820.70352388659
298,2024-10-24,FinTech,10.857262397613244,35961.28634283502
299,2024-10-25,FinTech,10.931821148607108,36105.96357687493
300,2024-10-26,FinTech,11.008359298033954,36254.72711051745
301,2024-10-27,FinTech,11.086913106428005,36407.56882827372
302,2024-10-28,FinTech,11.167518833001855,36564.480612241045
303,2024-10-29,FinTech,11.25018581034272,36725.40516543318
304,2024-10-30,FinTech,11.3348272523309,36890.10963860479
305,2024-10-31,FinTech,11.421334934389833,37058.32202707805
306,2024-11-01,FinTech,11.509600631942948,37229.770326175174
307,2024-11-02,FinTech,11.599516120413682,37404.18253121836
308,2024-11-03,FinTech,11.690973175225471,37581.2866375298
309,2024-11-04,FinTech,11.783863571801747,37760.81064043171
310,2024-11-05,FinTech,11.878079085565947,37942.482535246265
311,2024-11-06,FinTech,11.973511491941505,38126.03031729569
312,2024-11-07,FinTech,12.070052566351862,38311.1819819022
313,2024-11-08,FinTech,12.167594084220438,38497.665524387936
314,2024-11-09,FinTech,12.266027820970683,38685.20894007514
315,2024-11-10,FinTech,12.365245552026018,38873.54022428603
316,2024-11-11,FinTech,12.465139052809883,39062.38737234275
317,2024-11-12,FinTech,12.565600098745715,39251.478379567554
318,2024-11-13,FinTech,12.666520465256944,39440.54124128261
319,2024-11-14,FinTech,12.767791927767014,39629.30395281013
320,2024-11-15,FinTech,12.869306261699355,39817.49450947232
321,2024-11-16,FinTech,12.970955242477395,40004.840906591366
322,2024-11-17,FinTech,13.072630645524573,40191.07113948947
323,2024-11-18,FinTech,13.174224246264325,40375.91320348883
324,2024-11-19,FinTech,13.27562782012008,40559.09509391166
325,2024-11-20,FinTech,13.376733142515283,40740.34480608015
326,2024-11-21,FinTech,13.477431988873363,40919.3903353165
327,2024-11-22,FinTech,13.577616134617754,41095.95967694293
328,2024-11-23,FinTech,13.677177355171889,41269.7808262816
329,2024-11-24,FinTech,13.776007425959204,41440.58177865474
330,2024-11-25,FinTech,13.873998122403131,41608.09052938454
331,2024-11-26,FinTech,13.971041219927113,41772.03507379321
332,2024-11-27,FinTech,14.067028493954576,41932.14340720292
333,2024-11-28,FinTech,14.161851719908958,42088.14352493592
334,2024-11-29,FinTech,14.255402673213698,42239.763422314376
335,2024-11-30,FinTech,14.347573129292222,42386.731094660485
336,2024-12-01,FinTech,14.43825486356797,42528.774537296464
337,2024-12-02,FinTech,14.527339651464374,42665.62174554449
338,2024-12-03,FinTech,14.61471926840487,42797.0007147268
339,2024-12-04,FinTech,14.700285489812892,42922.63944016556
340,2024-12-05,FinTech,14.783930091111872,43042.26591718298
341,2024-12-06,FinTech,14.865544847725252,43155.60814110127
342,2024-12-07,FinTech,14.945021535076462,43262.39410724263
343,2024-12-08,FinTech,15.022251928588933,43362.351810929234
344,2024-12-09,FinTech,15.097127803686107,43455.20924748332
345,2024-12-10,FinTech,15.169540935791414,43540.694412227065
346,2024-12-11,FinTech,15.239383100328284,43618.535300482654
347,2024-12-12,FinTech,15.306546072720163,43688.459907572316
348,2024-12-13,FinTech,15.370921628390478,43750.19622881825
349,2024-12-14,FinTech,15.432401542762669,43803.47225954265
350,2024-12-15,FinTech,15.490877591260158,43848.01599506769
351,2024-12-16,FinTech,15.546241549306393,43883.55543071561
352,2024-12-17,FinTech,15.598385192324805,43909.818561808584
353,2024-12-18,FinTech,15.647200295738825,43926.53338366884
354,2024-12-19,FinTech,15.692578634971891,43933.42789161855
355,2024-12-20,FinTech,15.734411985447439,43930.23008097992
356,2024-12-21,FinTech,15.772592122588902,43916.66794707515
357,2024-12-22,FinTech,15.807010821819707,43892.469485226444
358,2024-12-23,FinTech,15.837559858563301,43857.362690756
359,2024-12-24,FinTech,15.864131008243115,43811.07555898603
360,2024-12-25,FinTech,15.886616046282573,43753.33608523872
361,2024-12-26,FinTech,15.904906748105127,43683.872264836275
362,2024-12-27,FinTech,15.918894889134194,43602.41209310088
363,2024-12-28,FinTech,15.928491437756234,43508.75393773383
364,2024-12-29,FinTech,15.933730143031806,43403.146350607436
365,2024-12-30,FinTech,15.934693119054876,43286.01521746702
366,2025-01-01,FinTech,15.931462596750311,43157.786852426754
367,2024-01-01,Backend,12.62635037576486,28682.81828459048
368,2024-01-02,Backend,12.545679435115243,28800.792781743574
369,2024-01-03,Backend,12.465324114909382,28915.99661708811
370,2024-01-04,Backend,12.385298398615095,29028.46642055323
371,2024-01-05,Backend,12.305616269700188,29138.238822068022
372,2024-01-06,Backend,12.226291711632463,29245.350451561568
373,2024-01-07,Backend,12.147338707879735,29349.83793896299
374,2024-01-08,Backend,12.068771241909802,29451.737914201378
375,2024-01-09,Backend,11.990603297190482,29551.087007205824
376,2024-01-10,Backend,11.912848857189577,29647.921847905433
377,2024-01-11,Backend,11.835521905374895,29742.279066229312
378,2024-01-12,Backend,11.75863642521425,29834.195292106564
379,2024-01-13,Backend,11.682206400175446,29923.707155466283
380,2024-01-14,Backend,11.606245813726282,30010.85128623755
381,2024-01-15,Backend,11.530768649334576,30095.664314349488
382,2024-01-16,Backend,11.455788890468138,30178.1828697312
383,2024-01-17,Backend,11.381320520594766,30258.443582311767
384,2024-01-18,Backend,11.307377523182275,30336.483082020306
385,2024-01-19,Backend,11.23397388169847,30412.337998785904
386,2024-01-20,Backend,11.16112357961116,30486.044962537675
387,2024-01-21,Backend,11.08884060038815,30557.640603204687
388,2024-01-22,Backend,11.017138927497252,30627.16155071608
389,2024-01-23,Backend,10.94603254440627,30694.64443500093
390,2024-01-24,Backend,10.875535434583016,30760.125885988356
391,2024-01-25,Backend,10.805661581495292,30823.64253360742
392,2024-01-26,Backend,10.73642496861091,30885.23100778726
393,2024-01-27,Backend,10.667839579397679,30944.927938456967
394,2024-01-28,Backend,10.599919397323399,31002.769955545627
395,2024-01-29,Backend,10.53267840585589,31058.793688982358
396,2024-01-30,Backend,10.466130588462947,31113.035768696238
397,2024-01-31,Backend,10.400289928612388,31165.53282461639
398,2024-02-01,Backend,10.335170409772015,31216.321486671903
399,2024-02-02,Backend,10.270786015409636,31265.438384791865
400,2024-02-03,Backend,10.207150728993065,31312.92014890541
401,2024-02-04,Backend,10.144278533990102,31358.803408941607
402,2024-02-05,Backend,10.082183413868552,31403.124794829546
403,2024-02-06,Backend,10.020879352096234,31445.920936498358
404,2024-02-07,Backend,9.960380332140954,31487.22846387714
405,2024-02-08,Backend,9.900700337470509,31527.084006894973
406,2024-02-09,Backend,9.841853351552716,31565.52419548096
407,2024-02-10,Backend,9.783853357855383,31602.585659564218
408,2024-02-11,Backend,9.726714339846316,31638.305029073832
409,2024-02-12,Backend,9.670450280993315,31672.71893393889
410,2024-02-13,Backend,9.6150751647642,31705.864004088522
411,2024-02-14,Backend,9.560602974626773,31737.776869451813
412,2024-02-15,Backend,9.507047694048845,31768.494159957863
413,2024-02-16,Backend,9.454423306498215,31798.052505535765
414,2024-02-17,Backend,9.402743795442698,31826.488536114615
415,2024-02-18,Backend,9.352023144350108,31853.838881623542
416,2024-02-19,Backend,9.302275336688236,31880.140171991618
417,2024-02-20,Backend,9.253514355924906,31905.429037147955
418,2024-02-21,Backend,9.205754185527917,31929.742107021648
419,2024-02-22,Backend,9.159008808965078,31953.116011541795
420,2024-02-23,Backend,9.113292209704198,31975.587380637502
421,2024-02-24,Backend,9.068618371213082,31997.192844237856
422,2024-02-25,Backend,9.025001276959548,32017.969032271987
423,2024-02-26,Backend,8.98245491041139,32037.952574668958
424,2024-02-27,Backend,8.94099325503642,32057.18010135788
425,2024-02-28,Backend,8.900630294302449,32075.688242267865
426,2024-02-29,Backend,8.861380011677285,32093.513627328015
427,2024-03-01,Backend,8.823256390628732,32110.69288646741
428,2024-03-02,Backend,8.7862734146246,32127.26264961516
429,2024-03-03,Backend,8.750445067132697,32143.259546700367
430,2024-03-04,Backend,8.715785331620832,32158.72020765213
431,2024-03-05,Backend,8.682308191556807,32173.68126239954
432,2024-03-06,Backend,8.650027630408436,32188.17934087171
433,2024-03-07,Backend,8.618957631643525,32202.25107299774
434,2024-03-08,Backend,8.58911217872988,32215.93308870671
435,2024-03-09,Backend,8.560505255135311,32229.262017927747
436,2024-03-10,Backend,8.533150844327626,32242.27449058993
437,2024-03-11,Backend,8.50706292977463,32255.007136622364
438,2024-03-12,Backend,8.482255494944134,32267.49658595416
439,2024-03-13,Backend,8.458742523303941,32279.7794685144
440,2024-03-14,Backend,8.436537998321866,32291.892414232192
441,2024-03-15,Backend,8.41565590346571,32303.872053036645
442,2024-03-16,Backend,8.396110222203285,32315.755014856848
443,2024-03-17,Backend,8.377914938002398,32327.577929621904
444,2024-03-18,Backend,8.361084034330853,32339.3774272609
445,2024-03-19,Backend,8.345631494656464,32351.190137702957
446,2024-03-20,Backend,8.331571302447035,32363.052690877164
447,2024-03-21,Backend,8.318917441170372,32375.001716712624
448,2024-03-22,Backend,8.30768389429429,32387.073845138435
449,2024-03-23,Backend,8.297884645286587,32399.305706083695
450,2024-03-24,Backend,8.289533677615077,32411.7339294775
451,2024-03-25,Backend,8.282644974747567,32424.395145248964
452,2024-03-26,Backend,8.277232520151864,32437.325983327173
453,2024-03-27,Backend,8.273310297295778,32450.56307364124
454,2024-03-28,Backend,8.270892289647112,32464.143046120244
455,2024-03-29,Backend,8.269992480673679,32478.102530693308
456,2024-03-30,Backend,8.270624853843282,32492.478157289515
457,2024-03-31,Backend,8.272803392623732,32507.306555837975
458,2024-04-01,Backend,8.276542080482836,32522.62435626778
459,2024-04-02,Backend,8.281854900888403,32538.46818850804
460,2024-04-03,Backend,8.288755837308237,32554.87468248784
461,2024-04-04,Backend,8.297258873210149,32571.880468136293
462,2024-04-05,Backend,8.307377992061948,32589.5221753825
463,2024-04-06,Backend,8.319127177331437,32607.836434155546
464,2024-04-07,Backend,8.332520412486428,32626.859874384536
465,2024-04-08,Backend,8.347571680994728,32646.62912599859
466,2024-04-09,Backend,8.364294966324142,32667.180818926776
467,2024-04-10,Backend,8.382704251942481,32688.551583098215
468,2024-04-11,Backend,8.402813521317551,32710.778048442
